total_sitting_minutes,number_of_breaks,avg_break_duration_minutes,longest_sitting_streak_minutes,fatigue_level,age,daily_work_hours,bmi,sleep_hours,gender,work_type,fitness_level,day_of_week,time_of_day_dominant,device_preference,risk_level_encoded
376.1804024210187,5,5.2385229890392,309.91270072424754,5.2090748088008265,20,8,17.433961546542037,7.299540628784879,1,0,2,1,2,2,2
319.9232023179871,4,1.73300050259857,178.5808123742241,4.296711856101398,51,7,21.34846993994647,9.609436149591442,0,1,1,1,1,1,1
433.5213716803731,7,5.739223052993882,384.7490388593224,6.502467196452119,56,9,26.344619405033548,7.261638723196287,0,1,2,2,0,0,2
383.4997603133585,7,8.667435790082289,278.1558104853237,5.119342995272509,59,9,24.07182725843928,6.240542609114749,0,0,1,4,3,1,2
324.76349216264384,3,3.609561030559247,169.95019139172314,7.7669314087718115,23,10,18.09209777177549,7.753839518535782,0,1,2,1,2,0,2
282.59330304737574,3,3.4852421769670867,249.8378542899569,2.2164379239896914,54,9,30.260441706073543,5.517355230477541,1,0,0,5,2,0,1
426.91664870750833,6,3.5803274638014644,289.23513280697523,6.445400431170294,22,6,21.810340688210413,7.8967285541955325,1,2,0,5,2,1,2
379.2100593783253,8,4.091422766042088,227.9416560933852,2.742239244293061,45,8,11.963007065975908,5.667924818207634,0,2,2,6,2,0,1
295.5051063265888,7,4.12703743109036,209.0064993147845,4.416345215954312,49,5,23.6999104971948,5.531420778697507,1,0,1,3,3,1,1
330.8986493937236,4,2.407189667942279,202.70475818933772,2.5227849017840183,36,5,28.436147681033805,8.592692699829009,1,1,1,5,3,2,1
161.21580579493363,4,2.65636330795931,66.35297482199285,6.7343376298016135,43,6,25.831205122842743,9.568051259060308,1,2,2,5,1,0,0
295.4371503585071,6,4.952810934649564,178.77137671948336,3.782068156011873,44,5,31.394123101295392,5.686677214132592,0,0,0,5,0,1,1
261.13854525709905,4,5.595669357365475,217.6618504527088,5.991920860270027,26,6,24.076455913584653,8.066501017691094,0,0,0,0,0,0,1
1172.91,10,5.526650155346076,83.53020719264347,2.4041236695401462,47,6,22.68227604485672,7.948052967276824,1,2,2,6,2,1,0
204.05693626338888,2,7.1772005510274335,165.46851557010046,4.400436685339378,34,6,15.058142539552714,6.450483388225715,0,1,2,5,2,1,0
333.0237628587876,5,5.78222448210181,186.85298081875888,7.641790110564836,46,10,26.806632734394604,6.771560284302424,1,1,0,5,0,1,2
377.2641334402188,4,5.913796850883589,228.8258418481595,4.809541174662758,24,8,22.152895970558912,7.426706158898057,0,2,2,6,0,0,2
159.8388769769858,5,6.4877694955262815,122.8455176529727,1.0,21,8,23.06018217984959,7.252286642904766,0,2,0,3,0,1,0
259.46529582655046,8,3.6235319921428255,158.62627176081395,6.426616151264465,39,6,26.227012063752817,6.994784188277401,1,1,1,6,2,1,0
342.8677178285833,3,7.086305246461284,150.4469546005828,3.5154114967575887,57,5,21.58513014411321,6.846970773633303,1,2,2,3,2,0,1
183.7956850750039,9,7.355489546728165,165.37815450143913,4.44478056442628,52,11,15.71370222631172,5.909713389239609,0,2,1,1,2,0,0
290.79206917989075,5,3.5435326267094616,179.53551899362603,10.0,52,11,24.351961702501832,7.641673409860322,0,1,0,1,2,0,2
305.38369985442205,4,1.0672329857033809,247.7460241918751,8.159954618127424,46,6,21.471214605925088,6.994784188277401,1,0,2,4,2,1,2
279.1232863722108,4,6.55927634815205,119.24166743847536,1.5221021467066271,53,5,19.024657879031285,6.255919626513433,1,2,2,2,3,0,0
361.8618345246515,4,9.218543352692436,164.65680216446006,4.184068576125067,49,9,17.183100840424515,8.8472082498056,0,0,2,3,1,0,1
299.9025955609582,5,4.756272950652616,178.52696098095743,5.4044343751628094,59,8,15.660078586505833,4.226108381773535,0,2,2,5,3,1,1
223.9467308581029,4,6.654263264541307,117.7933154026994,1.0,57,9,20.357168662973617,6.093313191211619,0,1,2,5,2,1,0
334.17738070655287,7,3.158917949156673,168.93093714251958,3.269508573319949,23,7,19.748105320084008,5.568676779697466,1,2,0,6,3,1,1
177.92164934104426,10,6.137425559948683,137.09130678252814,6.127539367827861,51,6,23.32411617690945,8.714223524412029,0,2,2,6,3,2,0
361.3405855477863,9,5.752033592655647,176.31847585515266,4.04350100849052,28,4,27.23862193858304,6.251394269569656,0,0,2,0,0,0,1
277.563861367797,12,4.704540397563333,234.47135323686183,10.0,33,6,18.13410295333027,7.801640367956373,1,2,2,4,1,1,1
223.39067601001392,5,4.8344338499799,168.0371815944229,3.33208057759413,48,5,25.302007936970405,4.55822360799642,0,2,1,0,2,0,0
268.98992527486644,9,4.390730883278488,215.58050912996023,5.335175125292712,52,11,24.080334376470063,5.747567243486349,1,1,2,2,1,1,0
406.9942570554288,3,6.318579531349216,232.62354671984463,2.3875808904486986,19,6,19.82892639454435,6.250306131311662,1,2,0,3,2,2,2
213.7103452743941,5,1.0,168.44892063174905,4.698034924046455,24,7,28.07944318286307,4.296740243908525,0,2,0,6,3,1,0
401.0026513969382,0,1.871323115626708,249.24221564346752,8.753388549712724,38,7,16.498610778021117,7.303239466862906,1,2,1,3,0,2,2
289.5640674157317,4,3.5340458030448687,174.9459292057976,2.878596533899235,52,9,20.305861881057503,7.644801637742221,1,2,2,6,3,1,1
486.16812725350144,3,9.002895056013147,266.5391032019144,6.629585856394272,59,11,24.82210877341342,7.252555055622464,0,2,0,5,3,2,2
187.3272319999058,3,3.392624629090358,118.89032879891955,4.405311168169071,20,10,21.91877136989571,6.485977223086935,0,1,0,6,0,0,0
294.42688984683366,7,2.6869391654597683,200.1716790924203,5.732381928880093,32,9,33.81574850414259,7.058636942919053,1,1,2,6,3,1,1
352.48714229307785,10,5.8255135510067495,185.1441494571085,7.159077234193452,57,4,19.95514847564377,4.91821157205349,1,2,1,2,2,1,1
353.2367900438861,6,3.361710122737416,208.27755707144496,7.994270472483603,39,4,19.14436731283268,7.669176038506477,1,1,2,6,1,0,2
337.4893868178855,5,3.031289925671224,237.77087199500968,3.849045104334557,35,4,21.29386400691287,6.627507996830648,1,1,0,0,0,1,1
322.7590073108419,3,4.176830037430671,140.6733518628822,6.4795688058976655,20,7,21.982997398589,5.576305716716247,1,0,2,2,0,0,1
175.15736739277048,6,6.939496656814741,93.81476318823891,1.0,21,7,24.153327141290216,8.290210609274691,0,1,1,5,2,1,0
359.4148540748377,6,3.548193773442685,310.10854854054054,6.590682534626501,36,6,23.02390325912902,10.143564750386414,0,2,0,3,3,1,2
381.1552681593057,3,5.107367402447755,256.3064729416219,9.956924859329405,39,9,24.41172766571247,6.888267097419226,1,2,0,0,1,1,2
360.7430725702465,3,1.0,207.48676547967875,8.85096040756322,22,9,19.470928017880745,8.572160745928159,1,1,1,2,2,1,2
357.3598357740194,3,3.322977223241665,171.05695377120543,6.468992112239294,45,4,23.87100710143038,8.407620577738705,0,2,1,1,3,1,2
324.6937048204199,1,8.876689037360245,260.57363511594565,5.5039858479733095,40,5,16.164940471929242,6.754695384623318,1,0,2,5,0,0,2
215.8498608417677,5,5.757810750547829,154.40660356645114,4.664096250472548,36,7,17.868427533927488,5.614605647153892,0,0,2,4,0,1,0
297.0802405214636,6,4.403458883051028,205.1650364747509,4.541048570791606,59,7,17.08313270805712,7.909778253305508,0,0,2,4,0,2,1
219.5571981121743,4,6.360952690734983,163.74694608378388,1.0,22,7,22.58061270646208,7.275648490732025,0,2,2,0,0,1,0
352.76185481806374,7,6.623527713231148,259.134402458223,5.497647590805477,29,11,18.56574029468049,7.020814584017712,0,0,1,5,0,1,2
180.8817824007535,10,6.212352076208207,99.61314209350442,4.048982023941488,21,8,18.854843714099125,7.502820548515853,1,1,2,1,1,1,0
266.6592587523047,5,4.642949851869266,138.94453357564112,5.435795217890656,45,4,21.33292051141371,5.512301067514942,0,2,0,3,3,2,1
206.8593238753444,5,5.049838297999345,182.86625331473653,3.630249918410796,39,5,23.8039126560708,5.153203230460102,1,0,2,4,3,1,0
191.9088050731943,6,3.899557911898964,101.13457660853676,4.507502415374283,59,10,21.18461733810171,7.640756085873984,1,1,0,6,0,1,0
60.0,4,4.3719245461641,52.67889697084173,1.0,21,10,22.620882867878027,9.500057289949892,0,0,2,2,0,1,0
415.3257337619422,7,4.883582943635462,336.53932547059253,8.940603906500229,25,9,19.368543787680498,10.366831678011444,0,0,2,6,1,0,2
259.27069389372747,5,5.419049871536893,152.73931783203773,4.747173217788819,45,6,20.343713125444587,5.805043595799937,0,0,2,1,3,1,0
340.4223735722712,2,5.2442538427498,193.9913547916152,4.45471808831724,26,9,25.03729336643229,7.139605457524967,0,2,2,0,0,1,2
143.92157978914747,5,5.0674915263037015,111.7569819041246,6.837059089042454,40,8,28.03757418793955,6.994784188277401,1,1,2,6,2,2,0
357.6798572953787,5,8.271078091985729,291.8866296253268,7.256681234310946,31,5,17.856835090293426,5.330256441810654,0,2,1,6,3,0,2
363.3218789233496,3,4.776596178981901,181.8971844417639,8.200094294149737,51,10,24.962511700577345,6.224514304286175,0,0,0,5,2,1,2
180.3207554383738,4,4.712356896205347,155.07116637748058,2.6175584589679506,43,5,24.87438988492786,7.458314830739547,0,0,2,6,0,0,0
302.9991003518401,6,5.309976319105147,173.9029838168311,6.034322235908344,34,4,28.185323745149983,7.374568297366364,1,0,1,0,2,0,1
355.33584422217587,7,3.7626763354175408,235.0453001727418,6.761765745287458,20,10,21.51219081365884,8.748007811851503,1,2,2,0,3,1,2
450.0845977426841,8,6.104109620784404,247.35897993892056,10.0,18,4,27.08388430367417,8.31520733155199,1,2,2,1,3,1,2
258.6380692687924,8,8.23887408511277,168.16603107415412,2.085580431563797,46,5,23.29090734164592,5.486395175418458,0,1,1,0,1,0,0
369.5264202379201,4,7.022922332993225,308.71632222328844,7.072858136279028,31,8,24.45187035192064,6.87131487609712,0,2,1,6,3,2,2
315.43952947469705,4,4.05128333328848,215.7256034836958,5.395938035152222,58,7,25.572236146535893,7.314799467633682,0,0,2,0,2,2,1
281.4384757681844,6,6.070518480494133,163.52951298552716,7.089979793236066,21,7,24.11997978948887,5.819923438140564,0,2,2,6,2,0,1
431.0303086974175,8,6.441876112848175,255.8387567546387,8.653307469020007,54,9,22.22635252405597,7.182896583224841,0,0,0,5,1,0,2
360.92756723778336,3,5.669004132419356,149.340117795839,5.194780275826955,18,4,23.59522035103612,6.648541447498118,1,0,2,0,3,1,2
301.347423871953,3,7.0303962236098165,219.8625138196234,6.324067873138132,46,6,19.13725559224396,5.163318990793251,1,2,2,6,1,0,2
76.00191047558417,3,3.984128355059921,39.29330143217906,3.342425740637431,37,5,17.268803160445536,11.001163177814105,0,0,0,6,0,1,0
317.3105121654411,8,4.2356039646386,211.39831306366253,5.106676995738961,38,4,12.062308081852606,7.7658595152958,1,1,1,3,2,2,1
298.92695228845326,4,4.02497962413623,218.0459231435296,1.513983897449895,31,10,24.462830340247805,6.528895701314066,0,0,0,1,3,2,1
298.0452428957057,6,6.972713988826256,150.2332123959789,6.0401875972995365,23,11,23.33160869039812,6.849422089132479,0,2,2,5,0,2,1
239.75449112797665,6,3.313060168304624,128.40869309001891,2.6095749602625293,42,8,25.053191697158788,8.854660893347186,1,2,2,0,3,0,0
288.8947432073144,10,3.1798065960380923,195.390626547758,4.388131773203818,43,9,24.3125352447863,5.419872127247463,1,2,1,2,1,0,0
210.024864197416,6,8.629170300712032,176.00797195014974,1.2060795862529443,21,4,19.506287510858304,9.760298564307467,0,1,0,5,3,1,0
201.97864953125136,9,5.485009219714381,172.6106616353317,3.246432735274969,35,4,21.47964213419573,4.455738143102632,1,1,2,2,1,2,0
367.22508767430753,4,5.335903726391471,259.1449411399869,6.31992241824428,53,6,19.251789424713408,7.031133260486759,1,0,1,6,0,1,2
431.1872240428986,11,7.942793148019541,223.5931447995809,4.605948788226369,35,10,20.89615909591509,7.130543523803563,0,1,0,3,0,1,1
286.73614957678893,9,1.0,217.59401183893,6.9239633054392495,21,4,26.870862537300965,3.5998361151247167,0,0,2,1,3,0,1
307.670765731954,3,5.482242212279399,170.9692778417294,6.5013678834032085,36,10,15.674464112214402,6.157857355295093,1,1,2,6,3,1,1
284.3864563563888,5,6.445125159225766,254.8147278221169,6.167112736726537,20,6,21.655479418683232,9.013752046280786,0,0,2,5,0,1,1
231.87021833037505,3,4.37845163230772,173.1067539605462,5.920480377024897,38,10,26.50382176778983,4.305878647038892,1,2,2,6,2,1,1
179.22491143629986,3,5.974115817834707,96.10869747149196,1.5916831765891164,25,5,28.348598795773327,6.61170756948584,1,2,2,0,0,1,0
300.29863943965154,8,4.009433968048834,267.8839895597343,3.730101842043296,55,11,25.77609058718884,8.658937835606087,1,2,2,4,0,0,1
456.91600619816336,6,5.415777280234996,196.0179971302089,8.643528236301481,51,8,25.043764529118867,7.866127368470345,0,2,2,1,3,0,2
383.8862675298788,8,7.3947701927672895,227.5041297350629,6.6193193962476,55,7,24.703368111971468,7.140326901397747,0,0,2,3,3,2,2
340.413041027517,5,3.210349375645151,225.9347620768888,4.598977813039349,31,9,20.58824807401502,7.301411352652964,1,2,2,5,0,0,1
354.10823557938375,3,4.767671036129036,251.91558074077625,5.811187518247537,43,7,18.18300990233536,5.739327927378385,1,2,1,1,1,1,2
352.01844778023803,11,6.782289429280518,304.59678822536017,7.992803365608786,45,7,19.684473468387484,5.758918908655824,0,0,0,6,3,1,2
367.31114879490485,6,3.073734522724512,293.452762734972,8.618142089324254,44,10,24.474020470609627,7.898806764858316,0,1,2,3,0,1,2
543.4148443035101,5,5.371528044131245,349.56601161680936,6.572860308085051,55,6,17.271257097846664,6.40102779186261,1,0,2,3,1,1,2
441.4866150936363,3,4.380568759258891,348.659775061797,6.4044630074838,52,7,21.79852746374716,6.547187058680496,1,2,2,0,2,1,2
382.7936748813474,3,6.1928253896331125,155.54296263353305,5.015819124184542,25,10,26.82678988974047,8.33589057869987,0,1,0,0,2,1,2
367.1513513006081,3,4.054006359383052,157.94727333117024,3.730318326462699,45,8,21.869709765967382,7.439971563439997,1,2,2,3,3,0,1
332.2699786047334,3,5.327201859883539,271.4332727528552,5.781028550567206,56,10,14.64706990471385,8.528771932747556,1,1,2,2,3,1,2
263.61019283244497,4,5.909996110429294,141.32832107041384,1.672393788691963,29,7,20.741239211131987,5.884520766502932,1,0,2,4,3,2,0
112.85957623301226,2,4.119250963603064,45.32688867683206,5.015819124184542,45,5,26.21438678966627,7.541619617027269,1,2,1,4,3,1,0
307.91070546058,5,6.452212058576383,183.06779673010664,6.721926124188927,27,8,18.755865245206227,6.26070779399248,0,1,2,5,2,1,1
480.0309699687233,7,5.307393938284189,414.2785816192719,9.298766248674106,25,7,24.51172357076672,8.005351124429149,1,1,2,3,2,1,2
407.0787094197434,5,5.151213900923169,318.9116839509065,8.665472557978227,37,8,28.27321403618664,6.258989857795538,1,1,2,3,1,1,2
208.4172891139997,4,7.940293461107009,123.65873180294643,2.5045881773993712,34,11,26.47900394560649,5.1934984200070415,0,1,1,1,0,1,0
219.36278512165143,4,5.416200853030754,99.70827005983983,4.303251323762773,27,7,22.51661094070725,5.091391324257439,1,2,2,5,0,1,0
180.95481488900896,9,2.324707509971044,77.53399677245118,2.277308896602556,47,10,23.74025311612326,4.357517275455644,1,1,2,6,2,1,0
343.80637617003515,3,8.272756327755454,306.45186600568366,6.471976437526586,40,5,23.61714448162529,7.610315350627859,1,1,2,6,3,2,2
199.429470728966,5,4.80973747010227,121.89841332331542,5.015819124184542,25,5,24.34129406370051,5.007690430308512,1,0,2,0,1,1,0
264.8366233010967,7,4.268709191867087,143.13034925968773,4.051925141840292,54,9,30.01166500913433,7.791837638176672,1,2,1,1,3,0,0
267.0996978022204,5,3.4162659842610914,191.24987599434365,4.03706961097607,52,7,24.042398889987112,7.092351872477474,1,2,0,2,1,1,1
357.6163708145278,3,6.572670861308719,251.8578365802084,5.957903349223596,38,8,23.570394825107204,4.986167868539306,0,2,0,1,2,1,2
184.22262246990567,6,4.010036571854165,128.81071963624368,4.170536587936912,21,4,19.79531370469541,6.277259127716009,1,0,1,1,1,1,0
431.3899575887538,5,6.271174630897565,388.217184010156,6.485715622325101,47,9,25.07510952675244,4.679576890908647,1,2,1,4,1,1,2
267.09260140376267,2,5.371837859485801,155.25977305117303,6.179073259346807,26,4,25.774472707660948,8.21515361911062,0,1,2,2,2,1,1
285.37810076163527,5,5.566365226378199,248.08329763783945,2.0520372488662653,34,7,16.712021071505355,4.922147456435407,1,0,2,1,0,0,1
421.36678218541954,5,8.600323917011524,352.83845046954923,6.281667472998516,36,4,25.43384027969866,8.128893158002276,1,1,0,1,2,1,2
460.8377053641153,4,3.843375233925385,258.76160932559213,9.631340067959448,44,8,23.08374351943892,4.023982864482392,0,2,2,6,0,2,2
302.1098563486494,7,5.74699000728102,180.5300235862261,4.818091943494499,24,7,27.00498638588613,8.827202275540872,1,0,1,6,0,1,1
435.4807594580836,5,4.682261352322916,196.69596139413105,4.075736834525539,36,4,32.12853428399416,6.947893288191882,0,2,0,2,0,0,2
365.0192490785216,3,4.636721051271434,254.1587950821365,5.015819124184542,54,9,18.55725419442265,6.994784188277401,1,1,0,0,0,1,2
292.53466829192143,1,2.2215343165123604,231.4473348837604,3.2767123870343147,59,10,21.773876160189324,5.807125647168531,0,0,1,4,0,0,1
401.762932710143,8,3.076844036238834,292.69091221432546,4.159663652049806,32,4,25.765036923943928,9.84592421005768,1,1,2,4,0,1,2
291.889656679653,3,7.657027268507544,194.6169083558601,4.486323369086378,41,9,18.30812946983574,8.16211415722788,1,0,2,5,1,2,1
419.9744642810421,4,3.835931943187426,286.8153646603553,7.066038915212666,52,6,23.355546547584204,4.170753488739619,1,1,1,6,2,1,2
254.2633782791017,5,5.770056218240363,194.77356536236204,4.161286180585384,32,11,13.033407035768818,7.160134067171957,0,1,2,6,1,0,1
181.62374853325844,11,1.6728789615787003,162.94994760317763,3.542593226295377,56,5,23.60608736683255,5.513005111268114,1,0,2,4,3,1,0
139.33744534782574,4,7.967582240428146,77.44122209941753,5.137861369881045,48,7,26.286617811875185,7.482978005446091,0,1,2,2,0,1,0
297.45246559069506,4,3.7801829645272496,220.90785853467227,6.273633610668066,19,8,22.85309811578412,6.8274497959734575,0,2,2,2,0,1,1
256.70971635609453,7,5.670687874948896,151.02649631265018,4.8040767118486345,46,4,23.411041955578067,6.491640306014762,1,1,0,1,1,1,0
432.3150822513953,5,4.654644063014365,371.2739036473575,7.880429481930903,44,4,26.80396442975321,7.746297329090641,0,2,2,1,1,1,2
85.41117374262654,7,4.234290484093328,65.19762714613688,1.0,41,10,23.57903911372392,7.192864007219065,1,2,1,2,0,0,0
367.4067823224444,5,6.326527441757378,285.90856909249896,3.09234310833041,24,10,22.65433030412353,6.380872859578163,1,1,2,1,2,1,2
320.7167650756035,4,6.587080062727589,174.4699638639956,3.3659888631733192,40,10,26.17149545834977,8.746787806997121,1,0,2,5,3,1,1
301.84830732064904,6,6.565138871510984,135.68939884193844,3.4243239015615456,36,9,29.10107053310178,6.530154884704735,0,1,2,2,3,1,0
336.87167276191565,1,4.886253569666226,299.2979349074477,2.3355009972421445,45,5,23.92323319542628,8.253489479625337,1,2,2,4,0,1,2
335.8785866168157,5,4.041705518157654,252.9022318195432,6.417308135782262,40,4,11.662838398299478,9.66904845113769,1,2,2,0,0,2,2
314.65707241186664,3,5.420982837360413,183.97911878682223,6.552433474333917,37,11,28.6319925563126,7.37132974012275,1,1,1,2,3,1,2
336.1918282425881,5,2.848476534214557,271.9762237990894,9.645741341120887,33,10,19.8140345462955,6.829447071544823,1,1,1,4,0,0,2
406.4406605625392,5,6.7637053533144185,230.6826926975344,8.90432239684396,38,7,20.18037388341024,5.232695813590548,1,0,1,5,1,0,2
285.640936794989,6,5.338174229022241,244.2125211639901,2.0822076648817736,20,5,28.21022875305108,6.353752696942749,0,1,1,0,3,1,1
320.9906155316344,4,5.1709285143791375,146.14329520133546,7.196774382500012,41,8,36.22315143050054,7.212224809166155,1,0,1,1,2,1,1
301.7013274414471,3,3.9356407048248094,178.007550917672,4.193953743065799,40,10,21.25861385789293,8.006528297427522,1,2,1,5,0,1,1
398.7883625846256,7,9.067875872179236,325.94781034508753,6.160672152707616,42,7,22.49913444774398,6.994784188277401,1,1,2,6,3,0,2
385.2337715123505,4,3.3155838462957306,248.08217754027083,5.605467657636951,36,6,20.80460767815579,6.789263570871684,1,1,2,1,3,1,2
260.75859164289125,7,2.6898963619882856,167.8593316068528,1.1968265923557504,41,10,16.744793861174838,3.725639680973949,0,1,2,6,0,1,0
335.9228041333194,10,5.772038821557368,207.2735928349136,2.9525672806016265,26,5,22.834752609190584,4.86051165178278,1,1,2,5,3,1,0
403.9848615041915,3,1.9416878739855536,256.8331076477323,6.408535146694088,35,7,29.718824494760927,7.007632904927388,1,1,2,3,0,1,2
274.8291082247616,4,5.568511467546999,158.49529877353052,4.182901916546451,27,5,22.04699910360282,6.994784188277401,1,0,0,5,0,1,1
244.120052847616,4,6.317770874326082,187.4473611096874,3.843975653525719,55,11,26.839106194955004,6.3846452077272415,0,2,2,0,3,1,1
436.6107097405817,5,5.66026904154379,349.9748120724736,8.544654395029518,21,9,24.243105810861,8.423934809312712,0,1,2,0,2,0,2
336.94432434363193,5,8.105654979353638,292.44108658146786,5.257163666384999,37,10,25.1252119594628,10.494740134388,1,0,2,1,1,1,2
120.60406586558616,4,3.590421340239442,70.90568305454482,1.4592068255897552,59,11,15.001457344498496,8.990072539587254,1,2,2,6,0,1,0
179.69627171902684,6,7.124573447963977,131.44088572022423,3.0803481114375124,56,6,22.4009778326171,7.643473318445912,1,1,2,5,0,1,0
223.4242241880132,7,4.477729238964232,187.640440279576,6.015286383112726,49,10,17.325553602253827,8.678788956787253,1,2,1,5,2,2,0
355.33811262619366,6,8.583555151612765,208.8052176735005,6.527595292843761,30,4,22.577067884463624,6.559646873850212,1,1,2,3,2,0,2
471.9015204414408,3,3.635899211178529,396.84848083463686,6.8471355507115215,44,6,24.580152969371103,6.03701711090876,0,2,2,3,2,0,2
390.57433289562346,5,4.958258257238074,342.11517577881546,4.891346091284911,27,10,17.193508394739744,7.838305139594374,1,2,0,4,0,1,2
382.4801976638929,4,6.907995720131881,214.92576828604413,4.964265354080694,27,7,29.03389083012126,6.414861241447181,0,2,2,0,1,1,2
255.7693264211616,6,8.448315492918374,201.3405902918085,2.566315569579166,37,6,23.7591720332136,7.129119318807803,1,0,0,4,0,0,0
172.0003431912079,4,4.343281209761422,150.94638862969248,4.277066429959815,54,11,16.83474282937894,6.023940409325093,0,2,2,4,1,1,0
311.4950918848476,9,3.05614001721766,189.06692407219109,3.57392654918312,23,7,19.684400673250234,3.572591099211639,0,2,2,0,2,1,0
275.1068313170164,2,5.119759126264476,199.8336333699182,3.799998431717192,23,6,21.535673719321608,9.775408257198563,1,1,2,1,0,1,1
455.13379701713205,6,5.572738759992131,304.3765835332469,8.673312333547408,55,9,21.602597185157578,8.583619981035993,1,2,2,1,3,0,2
229.45455787226263,6,4.909432636348807,148.20319878949624,3.821229465755204,51,5,21.651664205647435,7.447135573471138,0,0,1,5,2,1,0
140.01532249982387,3,1.0025963557900206,117.34848938117048,2.765919600511297,20,5,22.240967653078247,4.350029200833896,1,2,2,1,0,1,0
243.16802219129656,1,3.523855173961038,182.78856852280256,3.871446331612245,37,10,18.47880826119991,10.704217658397717,0,2,0,3,3,1,1
230.3182719689329,2,4.913195114100829,176.4369227438599,4.721157320708381,51,6,25.79735001437131,6.707903860198735,0,1,2,4,2,0,1
86.05399306325933,5,4.828806443934471,69.4342037421299,1.0,21,9,27.678425037684782,8.541076106679524,1,2,0,6,1,1,0
212.8120254777605,4,2.185057757798401,101.32211046525212,3.619155713000864,50,6,26.158449187745017,7.668409935804818,0,1,0,4,3,1,0
314.787857263169,8,7.022177834622207,251.2313029159383,5.162926551071643,57,11,18.321059313920458,5.445615909047666,1,2,2,1,3,0,1
312.91012480156854,8,3.709911010056927,171.23924673150063,3.049013513566868,35,8,19.874344765167688,7.761384950234955,0,0,0,5,2,2,0
345.8677635287602,4,5.86625729792084,262.10770962365245,4.012327337070803,50,9,23.02390325912902,7.79758100236763,1,2,1,6,3,1,2
186.7985614622188,3,4.249702823985951,118.1203799372436,1.0,43,9,18.781428055799893,5.928816460351149,1,2,0,1,2,0,0
310.6128005620832,4,9.248189351892217,154.1571382253778,3.97804858941484,19,6,19.15872045125149,9.017290238054692,0,0,1,1,1,1,1
309.234033180332,3,5.394382259017335,255.47677842635,3.9914990404981694,52,10,26.6248047268234,5.978814977593669,0,2,0,3,2,0,2
236.32939521754915,7,7.636385225060882,177.38495409700755,4.181032850416388,56,6,19.22686307683053,7.518424797138221,1,1,1,0,3,1,0
509.9456778071694,6,2.452489931482093,232.3715844052957,9.294181234555236,37,9,27.37575357155915,7.555691103258981,0,1,2,5,0,0,2
206.5873997156033,9,3.972707512918795,110.87515490760843,5.136318220787254,19,11,23.130927970993,7.844869901816327,1,0,1,5,2,1,0
200.9315742937605,3,3.8357285553578335,146.7277680666234,5.394782398695762,54,7,15.121496658488455,6.470374006101386,1,1,1,3,2,1,0
246.7020651965921,4,9.0156677841028,100.32602445771332,9.257626708242825,23,4,27.348061912587195,8.017541033892678,1,2,1,1,1,0,1
413.8827105269688,7,8.663703056255333,366.1902718328711,10.0,55,4,22.50565464199809,5.994361586172289,0,0,0,3,0,1,2
273.840295373572,1,4.351053502237304,122.32637948580503,9.14106525493386,44,11,22.48304981849535,7.313392956012849,0,0,2,2,1,1,2
